CNPJ_RAIZ,RAZAO_SOCIAL_SEFAZ,RAZAO_SOCIAL_RFB,RAZAO_SOCIAL_REDESIM,FONTE_RECOMENDADA,RAZAO_SOCIAL_RECOMENDADA,GC,SIMILARIDADE_CAD_RFB,SIM_CAD_REDESIM,SIM_RFB_REDESIM
19364315,LUCIANA MARA CRUZ CARVALHO 95633618300,LUCIANA MARA CRUZ CARVALHO 95633618300,,SEFAZ,LUCIANA MARA CRUZ CARVALHO 95633618300,90,100,,
19097702,RDA CONTROLE LTDA    ME,RDA CONTROLE LTDA,RDA CONTROLE LTDA - ME,REDESIM,RDA CONTROLE LTDA - ME,70,74,92,78
06942305,A H F CUNHA EIRELI,A H F CUNHA EIRELI,,SEFAZ,A H F CUNHA EIRELI,90,100,,
19300316,ANTONIO DE SOUSA FERREIRA 00100491340,ANTONIO DE SOUSA FERREIRA 00100491340,,SEFAZ,ANTONIO DE SOUSA FERREIRA 00100491340,90,100,,
19117493,ANTONIA DE FATIMA TORRES 77148185300,ANTONIA DE FATIMA TORRES 77148185300,,SEFAZ,ANTONIA DE FATIMA TORRES 77148185300,90,100,,
18996176,SENSY BRASIL COMERCIO EIRELI,SENSY BRASIL COMERCIO EIRELI,,SEFAZ,SENSY BRASIL COMERCIO EIRELI,90,100,,
19147493,ELISANGELA DE OLIVEIRA TEIXEIRA 05550560313,ELISANGELA DE OLIVEIRA TEIXEIRA 05550560313,,SEFAZ,ELISANGELA DE OLIVEIRA TEIXEIRA 05550560313,90,100,,
19022087,RAILMA MARANHAO DA SILVA 60220526370,RAILMA MARANHAO DA SILVA 60220526370,,SEFAZ,RAILMA MARANHAO DA SILVA 60220526370,90,100,,
19327203,FRANCISCO DA SILVA SANTOS 70777349353,FRANCISCO DA SILVA SANTOS 70777349353,,SEFAZ,FRANCISCO DA SILVA SANTOS 70777349353,90,100,,
20182777,MEGA TUDO COMERCIO E SERVICOS EIRELI,MEGA TUDO COMERCIO E SERVICOS EIRELI,MEGA TUDO COMERCIO E SERVICOS EIRELI - ME,REDESIM,MEGA TUDO COMERCIO E SERVICOS EIRELI - ME,30,100,88,88
16762024,YAMILLE DUARTE BONFIM 01037163273,YAMILLE DUARTE BONFIM CHAVES 01037163273,YAMILLE DUARTE BONFIM CHAVES 01037163273,REDESIM,YAMILLE DUARTE BONFIM CHAVES 01037163273,70,83,83,100
20077468,R  C  G BEZERRA,R. C. G BEZERRA,,SEFAZ,R  C  G BEZERRA,50,87,,
20111982,RAFAEL CARVALHO DA SILVA 03245813350,RAFAEL CARVALHO DA SILVA 03245813350,,SEFAZ,RAFAEL CARVALHO DA SILVA 03245813350,90,100,,
19881365,RAIMUNDO BOGEA MENDES 28123832320,RAIMUNDO BOGEA MENDES 28123832320,,SEFAZ,RAIMUNDO BOGEA MENDES 28123832320,90,100,,
11609298,M  T  SANTOS FREITAS   ME,M. T. SANTOS FREITAS,,SEFAZ,M  T  SANTOS FREITAS   ME,50,72,,
20208967,FRANCIANE DA SILVA CASTRO 05175153340,FRANCIANE DA SILVA CASTRO 05175153340,,SEFAZ,FRANCIANE DA SILVA CASTRO 05175153340,90,100,,
21641603,MARIA CLEIDEMAR ALVES GOMES DA PAIXAO 71535217391,MARIA CLEIDEMAR ALVES GOMES DA PAIXAO 71535217391,,SEFAZ,MARIA CLEIDEMAR ALVES GOMES DA PAIXAO 71535217391,90,100,,
21368872,JERLY SAMARA SILVA MENDES 49389831334,JERLY SAMARA SILVA MENDES OLIVEIRA 49389831334,JERLY SAMARA SILVA MENDES OLIVEIRA 49389831334,REDESIM,JERLY SAMARA SILVA MENDES OLIVEIRA 49389831334,70,81,81,100
21606075,A C IRRIGACAO E BOMBAS LTDA,A C IRRIGACAO E BOMBAS LTDA,A C IRRIGAÃÃO E BOMBAS LTDA - ME,REDESIM,A C IRRIGAÃÃO E BOMBAS LTDA - ME,30,100,66,66
21624919,FRANCISCO ALBERTO SILVA MOURA 56540957300,FRANCISCO ALBERTO SILVA MOURA 56540957300,,SEFAZ,FRANCISCO ALBERTO SILVA MOURA 56540957300,90,100,,
21569618,JOAO S. DA ROCHA COMERCIO EIRELI ,JOAO S. DA ROCHA COMERCIO EIRELI,JOÃO S. DA ROCHA COMERCIO EIRELI,REDESIM,JOÃO S. DA ROCHA COMERCIO EIRELI,100,97,91,94
09631825,F  P  BRITO PROPAGANDA E PUBLICIDADE   ME,F. P. BRITO PROPAGANDA E PUBLICIDADE,,SEFAZ,F  P  BRITO PROPAGANDA E PUBLICIDADE   ME,50,83,,
21395340,M  F  COSTA CAIRES,M. F. COSTA CAIRES,,SEFAZ,M  F  COSTA CAIRES,50,89,,
21559944,CASA DE CARNES FORTALEZA LTDA,CASA DE CARNES FORTALEZA LTDA,CASA DE CARNES FORTALEZA LTDA - ME,REDESIM,CASA DE CARNES FORTALEZA LTDA - ME,30,100,86,86
21773152,WASHINGTON DA SILVA MUNIZ 94916403304,WASHINGTON DA SILVA MUNIZ 94916403304,,SEFAZ,WASHINGTON DA SILVA MUNIZ 94916403304,90,100,,
21407295,IZAMARA NUNES SOUSA 02914153341,IZAMARA NUNES SOUSA 02914153341,,SEFAZ,IZAMARA NUNES SOUSA 02914153341,90,100,,
05346644,IAP COSMETICOS LTDA ,,,SEFAZ,IAP COSMETICOS LTDA ,60,,,
21650605,M  B  FERREIRA CAMELO COMERCIO,M. B. FERREIRA CAMELO COMERCIO,,SEFAZ,M  B  FERREIRA CAMELO COMERCIO,90,94,,
22683826,ALINE DIOGENES CARVALHO 93213204153,ALINE DIOGENES CARVALHO 93213204153,,SEFAZ,ALINE DIOGENES CARVALHO 93213204153,90,100,,
22661653,TASSIO DOS SANTOS AQUINO 05783482331,TASSIO DOS SANTOS AQUINO 05783482331,TASSIO DOS SANTOS AQUINO 05783482331,REDESIM,TASSIO DOS SANTOS AQUINO 05783482331,100,100,100,100
22386174,J LUIS LUZ SANTOS,J LUIS LUZ SANTOS,,SEFAZ,J LUIS LUZ SANTOS,90,100,,
22470205,PEDRO ROGERIO LUCAS DOS SANTOS 04432931396,PEDRO ROGERIO LUCAS DOS SANTOS 04432931396,,SEFAZ,PEDRO ROGERIO LUCAS DOS SANTOS 04432931396,90,100,,
22393154,CLEBER CARDOSO DOS SANTOS 79775802253,,,SEFAZ,CLEBER CARDOSO DOS SANTOS 79775802253,60,,,
20341476,EDSON WERBETH SOARES FERREIRA 00222676388,EDSON WERBETH SOARES FERREIRA 00222676388,,SEFAZ,EDSON WERBETH SOARES FERREIRA 00222676388,90,100,,
22266434,MAGNO PEREIRA FERNANDES 06289926373,MAGNO PEREIRA FERNANDES 06289926373,,SEFAZ,MAGNO PEREIRA FERNANDES 06289926373,90,100,,
22648874,CARLOS E  A  SILVA & CIA  LTDA ,CARLOS E. A. SILVA & CIA. LTDA.,CARLOS E. A. SILVA & CIA. LTDA,REDESIM,CARLOS E. A. SILVA & CIA. LTDA,70,88,88,97
22206343,CLAUBERT MARINHO SOUSA 61188418378,CLAUBERT MARINHO SOUSA 61188418378,,SEFAZ,CLAUBERT MARINHO SOUSA 61188418378,90,100,,
20837541,M  M  CARDOSO & CIA LTDA   ME,M. M. CARDOSO & CIA LTDA,,SEFAZ,M  M  CARDOSO & CIA LTDA   ME,50,76,,
23451663,JOSE CARLOS DE SOUSA 31914470320,JOSE CARLOS DE SOUSA 31914470320,,SEFAZ,JOSE CARLOS DE SOUSA 31914470320,90,100,,
23456564,MARCIA BETANIA LOPES FERREIRA 02750596343,MARCIA BETANIA LOPES FERREIRA 02750596343,,SEFAZ,MARCIA BETANIA LOPES FERREIRA 02750596343,90,100,,
23459370,R C MOREIRA TRANSPORTE E TURISMO EIRELI,R C MOREIRA TRANSPORTE E TURISMO EIRELI,,SEFAZ,R C MOREIRA TRANSPORTE E TURISMO EIRELI,90,100,,
21438710,DINALVA DE JESUS NUNES BOAS 60716546370,DINALVA DE JESUS NUNES BOAS 60716546370,,SEFAZ,DINALVA DE JESUS NUNES BOAS 60716546370,90,100,,
21600656,M  DO S  B  OLIVEIRA RESTAURANTE,M. DO S. B. OLIVEIRA RESTAURANTE,,SEFAZ,M  DO S  B  OLIVEIRA RESTAURANTE,90,91,,
21382316,LEANDRO MILHOMEM DE SOUSA 05856798350,LEANDRO MILHOMEM DE SOUSA 05856798350,,SEFAZ,LEANDRO MILHOMEM DE SOUSA 05856798350,90,100,,
21339878,CARLOS L DA SILVA,CARLOS L DA SILVA,,SEFAZ,CARLOS L DA SILVA,90,100,,
21429799,MARCELO COSTA SILVA,MARCELO COSTA SILVA,,SEFAZ,MARCELO COSTA SILVA,90,100,,
13437335,NESELLO EMPREENDIMENTOS E SERVICOS EIRELI,NESELLO EMPREENDIMENTOS E SERVICOS EIRELI,NESELLO EMPREENDIMENTOS E SERVIÇOS EIRELI,REDESIM,NESELLO EMPREENDIMENTOS E SERVIÇOS EIRELI,100,100,96,96
21667034,ANNA CLAUDIA PINHEIRO DE AZEVEDO RAPOSO 60602380332,ANNA CLAUDIA PINHEIRO DE AZEVEDO RAPOSO 60602380332,,SEFAZ,ANNA CLAUDIA PINHEIRO DE AZEVEDO RAPOSO 60602380332,90,100,,
22288149,JERDEL GLAUCON BATISTA ARANHA 01684674379,JERDEL GLAUCON BATISTA ARANHA 01684674379,,SEFAZ,JERDEL GLAUCON BATISTA ARANHA 01684674379,90,100,,
22428276,IRENILDE FERREIRA LIMA 85075310168,IRENILDE FERREIRA LIMA 85075310168,,SEFAZ,IRENILDE FERREIRA LIMA 85075310168,90,100,,
22546495,FAZENDA LUMAR LTDA,FAZENDA LUMAR LTDA,FAZENDA LUMAR EIRELI - ME,REDESIM,FAZENDA LUMAR EIRELI - ME,30,100,60,60
07961696,COSTA FARIAS LTDA   ME,COSTA FARIAS LTDA,,SEFAZ,COSTA FARIAS LTDA   ME,50,78,,
22675385,GEOVANI SILVA MAGALHAES 64285502372,GEOVANI SILVA MAGALHAES 64285502372,,SEFAZ,GEOVANI SILVA MAGALHAES 64285502372,90,100,,
22404395,IMOBILIARIA NOVA SAO LUIS EIRELI,IMOBILIARIA NOVA SAO LUIS EIRELI,IMOBILIÁRIA NOVA SÃO LUIS EIRELI,REDESIM,IMOBILIÁRIA NOVA SÃO LUIS EIRELI,30,100,89,89
22647116,JULIO CESAR CORREA MADEIRA 12547735334,JULIO CESAR CORREA MADEIRA 12547735334,,SEFAZ,JULIO CESAR CORREA MADEIRA 12547735334,90,100,,
22652843,G SILVEIRA PINTO,G.SILVEIRA PINTO,,SEFAZ,G SILVEIRA PINTO,90,94,,
22653092,MARCIO JERFESON DA SILVA GARCES 70658862391,MARCIO JERFESON DA SILVA GARCES 70658862391,,SEFAZ,MARCIO JERFESON DA SILVA GARCES 70658862391,90,100,,
08430528,A DAS G S GASPAR   ME,A DAS G S GASPAR,,SEFAZ,A DAS G S GASPAR   ME,50,77,,
22385560,YARA DE OLIVEIRA FERNANDES 99406985349,YARA DE OLIVEIRA FERNANDES 99406985349,,SEFAZ,YARA DE OLIVEIRA FERNANDES 99406985349,90,100,,
22519497,MARIA BETANIA PEREIRA LIMA 00795217382,MARIA BETANIA PEREIRA LIMA 00795217382,,SEFAZ,MARIA BETANIA PEREIRA LIMA 00795217382,90,100,,
22671421,EDILENE DE FATIMA GOUVEIA TEIXEIRA SERRA 30377455334,EDILENE DE FATIMA GOUVEIA TEIXEIRA SERRA 30377455334,EDILENE DE FATIMA GOUVEIA TEIXEIRA SERRA 30377455334,REDESIM,EDILENE DE FATIMA GOUVEIA TEIXEIRA SERRA 30377455334,100,100,100,100
12283223,MARIA DE FATIMA COSTA SA   ME,MARIA DE FATIMA COSTA SA,MARIA DE FATIMA COSTA SA - ME,REDESIM,MARIA DE FATIMA COSTA SA - ME,70,83,97,83
19799710,SAMUEL ALVES BARROSO 02537159381,SAMUEL ALVES BARROSO 02537159381,,SEFAZ,SAMUEL ALVES BARROSO 02537159381,90,100,,
19688698,A  DE JESUS S  BENA   UNIFORMES PROFISSIONAIS,A. DE JESUS S. BENA - UNIFORMES PROFISSIONAIS,,SEFAZ,A  DE JESUS S  BENA   UNIFORMES PROFISSIONAIS,90,94,,
19685316,JOSE SIDNEY DA SILVA 01614652694,JOSE SIDNEY DA SILVA 01614652694,,SEFAZ,JOSE SIDNEY DA SILVA 01614652694,90,100,,
19614697,PEDRO RODRIGUES DOS SANTOS FILHO 00530931354,PEDRO RODRIGUES DOS SANTOS FILHO 00530931354,,SEFAZ,PEDRO RODRIGUES DOS SANTOS FILHO 00530931354,90,100,,
23436710,JOAO SILVA E CIA LTDA   ME,JOAO SILVA E CIA LTDA,JOÃO SILVA E CIA LTDA,REDESIM,JOÃO SILVA E CIA LTDA,70,81,74,91
19701706,CARLOCY SILVA DOS SANTOS SILVA 65348087300,CARLOCY SILVA DOS SANTOS SILVA 65348087300,,SEFAZ,CARLOCY SILVA DOS SANTOS SILVA 65348087300,90,100,,
19831166,CARLOS A P DO NASCIMENTO,CARLOS A P DO NASCIMENTO,,SEFAZ,CARLOS A P DO NASCIMENTO,90,100,,
19789183,FERNANDA LETICIA BATISTA VASCONCELOS 02747937330,FERNANDA LETICIA BATISTA VASCONCELOS DE FARIAS 02747937330,FERNANDA LETICIA BATISTA VASCONCELOS DE FARIAS 02747937330,REDESIM,FERNANDA LETICIA BATISTA VASCONCELOS DE FARIAS 02747937330,70,83,83,100
20599157,ILZA CORREIA LIMA 12591149372,ILZA CORREIA LIMA 12591149372,,SEFAZ,ILZA CORREIA LIMA 12591149372,90,100,,
20484908,DIANE CASTRO DA SILVA CUNHA 00663006309,DIANE CASTRO DA SILVA 00663006309,,SEFAZ,DIANE CASTRO DA SILVA CUNHA 00663006309,50,85,,
20663949,MARCIO ROBERTO PINHEIRO FERREIRA 00695129309,MARCIO ROBERTO PINHEIRO FERREIRA 00695129309,,SEFAZ,MARCIO ROBERTO PINHEIRO FERREIRA 00695129309,90,100,,
20451333,RENAN VIEIRA BRITO 60243195338,RENAN VIEIRA BRITO 60243195338,,SEFAZ,RENAN VIEIRA BRITO 60243195338,90,100,,
20730444,LINDINALVA SERRA SILVA 02225924350,LINDINALVA SERRA SILVA 02225924350,,SEFAZ,LINDINALVA SERRA SILVA 02225924350,90,100,,
20732724,HELIO TOMAZ DE ARAUJO 36043273691,HELIO TOMAZ DE ARAUJO 36043273691,HELIO TOMAZ DE ARAUJO 36043273691,REDESIM,HELIO TOMAZ DE ARAUJO 36043273691,100,100,100,100
20330789,MARCUS VINICIUS GAYOSO FREITAS SOUZA BRITO EIRELI,,MARCUS VINICIUS GAYOSO F S BRITO EIRELI,REDESIM,MARCUS VINICIUS GAYOSO F S BRITO EIRELI,50,,80,
20711068,CLAUDERLANDIA OLIVEIRA DA SILVA 04263477308,CLAUDERLANDIA OLIVEIRA DA SILVA 04263477308,,SEFAZ,CLAUDERLANDIA OLIVEIRA DA SILVA 04263477308,90,100,,
20774092,MAIKO ABREU TEIXEIRA 04437458389,MAIKO ABREU TEIXEIRA 04437458389,,SEFAZ,MAIKO ABREU TEIXEIRA 04437458389,90,100,,
20662174,ANA FRANCISCA RODRIGUES DE SOUSA 93720289320,ANA FRANCISCA RODRIGUES DE SOUSA 93720289320,,SEFAZ,ANA FRANCISCA RODRIGUES DE SOUSA 93720289320,90,100,,
20745971,MICHELE ROSSE DA SILVA FURTADO 84108622391,MICHELE ROSSE DA SILVA FURTADO 84108622391,MICHELE ROSSE DA SILVA FURTADO 84108622391,REDESIM,MICHELE ROSSE DA SILVA FURTADO 84108622391,100,100,100,100
20590744,ADAO RAMOS FIRME 20114176353,ADAO RAMOS FIRME 20114176353,,SEFAZ,ADAO RAMOS FIRME 20114176353,90,100,,
20780404,CLAUDIA REGINA PEREIRA DOS SANTOS MACHADO 70314624368,CLAUDIA REGINA PEREIRA DOS SANTOS MACHADO 70314624368,,SEFAZ,CLAUDIA REGINA PEREIRA DOS SANTOS MACHADO 70314624368,90,100,,
13578967,VISUAL COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO LTDA,,,SEFAZ,VISUAL COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO LTDA,60,,,
69440550,L S DE CARVALHO   ME,L S DE CARVALHO,,SEFAZ,L S DE CARVALHO   ME,50,75,,
20514825,NICOLAU CONVENIENCIAS LAGOA LTDA,NICOLAU CONVENIENCIAS LAGOA LTDA,,SEFAZ,NICOLAU CONVENIENCIAS LAGOA LTDA,90,100,,
20624470,NYELMA LUDIMILA FERREIRA NOGUEIRA 47703938300,NYELMA LUDIMILA FERREIRA NOGUEIRA 47703938300,,SEFAZ,NYELMA LUDIMILA FERREIRA NOGUEIRA 47703938300,90,100,,
20630367,EDSON AROUCHA SILVA 02379359377,EDSON AROUCHA SILVA 02379359377,,SEFAZ,EDSON AROUCHA SILVA 02379359377,90,100,,
20819213,TERRA AGROINDUSTRIA LTDA,TERRA AGROINDUSTRIA LTDA,,SEFAZ,TERRA AGROINDUSTRIA LTDA,90,100,,
20646319,DOMINGOS MARQUES DA SILVA FILHO 71477713387,DOMINGOS MARQUES DA SILVA FILHO 71477713387,,SEFAZ,DOMINGOS MARQUES DA SILVA FILHO 71477713387,90,100,,
20379821,JOSE GERALDO HONORO 45102309404,JOSE GERALDO HONORO 45102309404,,SEFAZ,JOSE GERALDO HONORO 45102309404,90,100,,
20723041,LUANA PINTO DE ALBUQUERQUE AGUIAR 00450586367,LUANA PINTO DE ALBUQUERQUE AGUIAR 00450586367,,SEFAZ,LUANA PINTO DE ALBUQUERQUE AGUIAR 00450586367,90,100,,
05143315,JOSÉ DA CONCEIÇÃO LIMA-ME,JOSE DA CONCEICAO LIMA,,SEFAZ,JOSÉ DA CONCEIÇÃO LIMA-ME,50,68,,
11409871,SUPERMERCADO BATISTAO LTDA ,SUPERMERCADO BATISTAO LTDA.,,SEFAZ,SUPERMERCADO BATISTAO LTDA ,90,97,,
11642350,F R MACEDO DUTRA,F R MACEDO DUTRA,,SEFAZ,F R MACEDO DUTRA,90,100,,
11976851,C T S SOUSA,C T S SOUSA,,SEFAZ,C T S SOUSA,90,100,,
12079964,W D A  BOTELHO SERVICOS E PECAS,W.D.A. BOTELHO SERVICOS E PECAS,,SEFAZ,W D A  BOTELHO SERVICOS E PECAS,90,91,,
12098138,LARA COLCHOES LTDA,LARA COLCHOES LTDA,,SEFAZ,LARA COLCHOES LTDA,90,100,,
12099145,MARIA DO NASCIMENTO SILVA CARNEIRO,MARIA DO NASCIMENTO SILVA CARNEIRO,MARIA DO NASCIMENTO SILVA CARNEIRO-ME,REDESIM,MARIA DO NASCIMENTO SILVA CARNEIRO-ME,100,100,92,92
12099936,WIDEGLAN RODRIGUES FERREIRA 86638572253,WIDEGLAN RODRIGUES FERREIRA 86638572253,,SEFAZ,WIDEGLAN RODRIGUES FERREIRA 86638572253,90,100,,
12711587,EDNA ALVES SILVA 87982013104,EDNA ALVES SILVA 87982013104,,SEFAZ,EDNA ALVES SILVA 87982013104,90,100,,
12808642,S  O  SANTOS COMERCIO   ME,S. O. SANTOS COMERCIO,,SEFAZ,S  O  SANTOS COMERCIO   ME,50,74,,
13236903,REDENTOR SOLUCOES EIRELI,REDENTOR SOLUCOES EIRELI,REDENTOR SOLUCOES EIRELI,REDESIM,REDENTOR SOLUCOES EIRELI,100,100,100,100
10336151,KLEBER COELHO REPRESENTACOES LTDA,KLEBER COELHO REPRESENTACOES LTDA,,SEFAZ,KLEBER COELHO REPRESENTACOES LTDA,90,100,,
13214912,MAURA AGUIAR DA CUNHA 77908708315,MAURA AGUIAR DA CUNHA 77908708315,,SEFAZ,MAURA AGUIAR DA CUNHA 77908708315,90,100,,
12889983,MARTA CLEIA PINHEIRO MENEZES 62671960387,MARTA CLEIA PINHEIRO MENEZES LEMOS 33721220382,,SEFAZ,MARTA CLEIA PINHEIRO MENEZES 62671960387,50,74,,
12765519,D P DE SOUZA,D P DE SOUZA,,SEFAZ,D P DE SOUZA,90,100,,
13236692,FRANCISCO DE SOUSA CALDAS   ME,FRANCISCO DE SOUSA CALDAS,,SEFAZ,FRANCISCO DE SOUSA CALDAS   ME,50,84,,
12464339,VERA LUCIA RODRIGUES DOS SANTOS 25398032372,VERA LUCIA RODRIGUES DOS SANTOS 25398032372,,SEFAZ,VERA LUCIA RODRIGUES DOS SANTOS 25398032372,90,100,,
12268051,ELIVALDO DOURADO 76023818315,ELIVALDO DOURADO 76023818315,,SEFAZ,ELIVALDO DOURADO 76023818315,90,100,,
12677891,A E LIMA JUNIOR   ME,LIMA PEREIRA VEICULOS LTDA,LIMA PEREIRA VEÍCULOS LTDA,REDESIM,LIMA PEREIRA VEÍCULOS LTDA,70,31,30,93
11900695,EDNA SARAIVA GALVAO 30391199315,EDNA SARAIVA GALVAO 30391199315,EDNA SARAIVA GALVAO 30391199315,REDESIM,EDNA SARAIVA GALVAO 30391199315,100,100,100,100
12570970,E R BOGEA,E R BOGEA,,SEFAZ,E R BOGEA,90,100,,
12576926,WEBLINKNET SERVICOS E COMERCIO EIRELI,WEBLINKNET SERVICOS E COMERCIO EIRELI,WEBLINKNET SERVIÇOS E COMERCIO EIRELI - ME,REDESIM,WEBLINKNET SERVIÇOS E COMERCIO EIRELI - ME,30,100,84,84
11953945,A. P. CRUZ LIMA,A. P. CRUZ LIMA,,SEFAZ,A. P. CRUZ LIMA,90,100,,
12576202,ISAIAS FELIX DE SOUSA 29769728349,ISAIAS FELIX DE SOUSA 29769728349,,SEFAZ,ISAIAS FELIX DE SOUSA 29769728349,90,100,,
12573429,C A MAIA SOARES E CIA LTDA,C A MAIA SOARES E CIA LTDA,C A MAIA SOARES E CIA LTDA - EPP,REDESIM,C A MAIA SOARES E CIA LTDA - EPP,30,100,82,82
12768823,ANA CARDOSO RIBEIRO FILHA 40716848287,ANA CARDOSO RIBEIRO FILHA 40716848287,ANA CARDOSO RIBEIRO FILHA 40716848287,REDESIM,ANA CARDOSO RIBEIRO FILHA 40716848287,100,100,100,100
12770601,TEREZINHA DE JESUS FEITOSA MOURA 66071135320,TERESINHA DE JESUS FEITOSA MOURA DE SANTANA 66071135320,,SEFAZ,TEREZINHA DE JESUS FEITOSA MOURA 66071135320,50,79,,
12688712,MARIA DO SOCORRO LIMA E SILVA FRAZAO 52329739320,MARIA DO SOCORRO LIMA E SILVA FRAZAO 52329739320,MARIA DO SOCORRO LIMA E SILVA FRAZAO 52329739320,REDESIM,MARIA DO SOCORRO LIMA E SILVA FRAZAO 52329739320,100,100,100,100
11757649,MARIA DOS REMEDIOS CARDOSO DE SOUZA 13621488812,MARIA DOS REMEDIOS CARDOSO DE SOUZA 13621488812,,SEFAZ,MARIA DOS REMEDIOS CARDOSO DE SOUZA 13621488812,90,100,,
11760027,MARIA DAS FLORES LOBO 88828484349,MARIA DAS FLORES LOBO 88828484349,,SEFAZ,MARIA DAS FLORES LOBO 88828484349,90,100,,
12524193,MARCO DA SILVA ARAUJO 02066790338,MARCO DA SILVA ARAUJO 02066790338,,SEFAZ,MARCO DA SILVA ARAUJO 02066790338,90,100,,
12140235,S BRITO DA SILVA,S BRITO DA SILVA,,SEFAZ,S BRITO DA SILVA,90,100,,
11858884,RUTI A FERREIRA,RUTI A FERREIRA,,SEFAZ,RUTI A FERREIRA,90,100,,
12930326,MOACIR FARIAS DE ALMEIDA JUNIOR 26980886215,MOACIR FARIAS DE ALMEIDA JUNIOR 26980886215,,SEFAZ,MOACIR FARIAS DE ALMEIDA JUNIOR 26980886215,90,100,,
12016510,LEILA CAVALCALTE SILVA 71078371334,LEILA SILVA SIQUEIRA 71078371334,,SEFAZ,LEILA CAVALCALTE SILVA 71078371334,50,65,,
10783620,L  M  S  ROCHA,L. M. S. ROCHA,,SEFAZ,L  M  S  ROCHA,50,79,,
12305711,A  BARBOSA CARVALHO   COMERCIO   ME,A. BARBOSA CARVALHO - COMERCIO,,SEFAZ,A  BARBOSA CARVALHO   COMERCIO   ME,50,80,,
12790252,VANETE PEREIRA DE SOUSA 32904851291,VANETE PEREIRA DE SOUSA 32904851291,,SEFAZ,VANETE PEREIRA DE SOUSA 32904851291,90,100,,
12343346,RAIMUNDO NONATO PEREIRA GONCALVES 09482300378,RAIMUNDO NONATO PEREIRA GONCALVES 09482300378,,SEFAZ,RAIMUNDO NONATO PEREIRA GONCALVES 09482300378,90,100,,
12355486,F L GOUVEIA,F L GOUVEIA,,SEFAZ,F L GOUVEIA,90,100,,
12728653,CLAUDIA PATRICIA MALHEIROS LEMOS 82949930344,CLAUDIA PATRICIA MALHEIROS LEMOS 82949930344,,SEFAZ,CLAUDIA PATRICIA MALHEIROS LEMOS 82949930344,90,100,,
12728914,J  DA NATIVIDADE MORAIS,J. DA NATIVIDADE MORAIS,J. DA NATIVIDADE MORAIS - ME,REDESIM,J. DA NATIVIDADE MORAIS - ME,30,96,79,83
13129807,R SANTOS BARROS,R SANTOS BARROS,,SEFAZ,R SANTOS BARROS,90,100,,
12810393,IVALDO RIBEIRO DE MELO 85482501353,IVALDO RIBEIRO DE MELO 85482501353,IVALDO RIBEIRO DE MELO 85482501353,REDESIM,IVALDO RIBEIRO DE MELO 85482501353,100,100,100,100
11873915,J N DOS SANTOS DIAS,J N DOS SANTOS DIAS,J N DOS SANTOS DIAS - ME,REDESIM,J N DOS SANTOS DIAS - ME,30,100,80,80
12307988,T S F DE MORAES GOMES,T S F DE MORAES GOMES,,SEFAZ,T S F DE MORAES GOMES,90,100,,
13067600,O C J COSTA,O C J COSTA,,SEFAZ,O C J COSTA,90,100,,
12637573,CAROLINE BRANDAO RODRIGUES SALOMAO RIBEIRO 01811600301,CAROLINE BRANDAO RODRIGUES SALOMAO RIBEIRO 01811600301,,SEFAZ,CAROLINE BRANDAO RODRIGUES SALOMAO RIBEIRO 01811600301,90,100,,
12217103,R W RODRIGUES DE MORAES,R W RODRIGUES DE MORAES,,SEFAZ,R W RODRIGUES DE MORAES,90,100,,
11502492,SILVIA DE JESUS PEREIRA MENDES & CIA LTDA,SILVIA DE JESUS PEREIRA MENDES & CIA LTDA,,SEFAZ,SILVIA DE JESUS PEREIRA MENDES & CIA LTDA,90,100,,
11692628,MAIS PROXIMA COMERCIAL E DISTRIBUIDORA S A ,,,SEFAZ,MAIS PROXIMA COMERCIAL E DISTRIBUIDORA S A ,60,,,
12301031,LEIDIEL ARAUJO REIS 91461545315,LEIDIEL ARAUJO REIS 91461545315,,SEFAZ,LEIDIEL ARAUJO REIS 91461545315,90,100,,
12830294,CARLOS MAGNO SARGES DOURADO 01620804336,CARLOS MAGNO SARGES DOURADO 01620804336,,SEFAZ,CARLOS MAGNO SARGES DOURADO 01620804336,90,100,,
13091765,ANTONIO SERGIO MELO SILVA 02052664360,ANTONIO SERGIO FERNANDES MELO SILVA 02052664360,,SEFAZ,ANTONIO SERGIO MELO SILVA 02052664360,50,79,,
13282004,PETRONILA MARTINS E CIA LTDA,PETRONILA MARTINS E CIA LTDA,,SEFAZ,PETRONILA MARTINS E CIA LTDA,90,100,,
12835954,SARAH GABRIELLA NOGUEIRA SANTOS 03519596377,SARAH GABRIELLA NOGUEIRA SANTOS 03519596377,,SEFAZ,SARAH GABRIELLA NOGUEIRA SANTOS 03519596377,90,100,,
12095902,C  M  DE FARIAS,C. M. DE FARIAS,,SEFAZ,C  M  DE FARIAS,50,87,,
10737143,TRATOMAR MAQUINAS E SERVICOS LTDA,TRATOMAR MAQUINAS E SERVICOS LTDA,,SEFAZ,TRATOMAR MAQUINAS E SERVICOS LTDA,90,100,,
06276711,ALVES E CARREIS LTDA,ALVES E CARREIS LTDA,,SEFAZ,ALVES E CARREIS LTDA,90,100,,
10764756,A  DE A  SILVA,A DE A SILVA,,SEFAZ,A  DE A  SILVA,50,86,,
